dir,entry_idx,exit_idx,entry,exit,pnl,balance
SHORT,19110,19111,55422.01,55311.165980000005,2.589613131769684,174.25284205321768
LONG,19149,19150,55294.0,55216.5884,-3.3095842291167465,170.07199361383485
SHORT,19163,19164,54754.02,54830.675628,-3.2325583826181723,165.9890752631475
LONG,19178,19179,55951.01,56062.91202,2.488176238194621,167.64730612502638
SHORT,19240,19241,56500.12,56579.22016800001,-3.1864723475185093,163.62259724688275
SHORT,19248,19249,56769.98,56656.44004,2.455975184675764,165.2604594453241
LONG,19257,19258,56427.89,56348.890954,-3.1387919062449585,161.29536524185252
LONG,19275,19276,56732.01,56652.585186000004,-3.0634828720384526,157.4254055436048
LONG,19309,19310,56371.99,56293.069214,-2.9899807274895505,153.64829778839723
SHORT,19368,19369,56796.01,56875.52441400001,-2.9203931960641953,149.95966310339105
SHORT,19430,19431,57234.01,57314.13761400001,-2.850283316606273,146.35958147126783
LONG,19453,19454,57257.99,57177.828814,-2.779807530883727,142.84797603302778
LONG,19460,19461,57348.01,57267.722786000006,-2.7131116087952045,139.42062454406744
LONG,19502,19503,56035.27,55956.820622,-2.6480159219654116,136.07550549938168
LONG,19544,19545,55005.98,55115.99196000001,2.0397718274358168,137.4348997993206
SHORT,19566,19567,54818.0,54894.745200000005,-2.612225140485808,134.1355001598382
LONG,19571,19572,55208.18,55318.59636,2.0106911473960447,135.47551380643503
LONG,19597,19598,55401.99,55512.793979999995,2.030777951958387,136.82891418936123
SHORT,19633,19634,57033.33,57113.176662000005,-2.6007071719972745,133.54406244641714
SHORT,19639,19640,57004.32,56890.31136,2.0044963773207214,134.88083851150577
LONG,19661,19667,57130.53,57244.791059999996,2.021863769287403,136.22829808823565
SHORT,19694,19695,56986.41,57066.190974000005,-2.5892912617631225,132.95786533603135
SHORT,19798,19799,59534.28,59617.627992,-2.5271301464420084,129.76594586290918
SHORT,19811,19813,59388.14,59471.283396000006,-2.466461333016462,126.65065480057817
LONG,19817,19818,59756.51,59672.85088600001,-2.4054758866272667,123.611925639948
LONG,19830,19833,59620.47,59537.001342,-2.3477613036794898,120.64610470806876
LONG,19960,19961,61206.03,61120.341558,-2.2914314667203257,117.75144271780809
LONG,20021,20022,60528.62,60443.879932,-2.2364531515393127,114.92623235267975
SHORT,20047,20048,59755.62,59839.277868000005,-2.1844028983274235,112.16719829258894
LONG,20077,20078,60388.05,60508.826100000006,1.6813863024059592,113.28774860353194
SHORT,20153,20154,60406.01,60490.578414,-2.153260237707354,110.56804962280692
SHORT,20159,20160,60854.55,60732.8409,1.6596264248383323,111.67483579953122
SHORT,20354,20355,60529.73,60614.471622000005,-2.122603604041715,108.99385801649186
LONG,20452,20453,61099.98,61014.440028000005,-2.070120345307206,106.37876838110219
LONG,20521,20533,61050.0,61172.1,1.5946177380326962,107.44149227722937
LONG,20622,20623,60528.0,60649.056,1.6105479692356126,108.51483278507884
LONG,20647,20649,60255.77,60171.411922,-2.061022219086957,105.91123640206649
LONG,20677,20678,60234.94,60150.611084000004,-2.0115721129844237,103.37010810707173
LONG,20710,20711,58871.69,58989.43338,1.549517920525003,104.40277548706138
LONG,20723,20724,59096.54,59013.804844000006,-1.9829219148256718,101.8978396948004
LONG,20731,20732,59000.01,58917.409986000006,-1.935345669323275,99.45300482700313
SHORT,20789,20790,58376.53,58458.257142,-1.8903032627469059,97.0654365401212
SHORT,20811,20814,58468.56,58550.415984,-1.8449227523181106,94.73518660510248
SHORT,20844,20845,58317.43,58399.074402000006,-1.8006316918032699,92.46087898027369
LONG,20864,20866,58724.01,58841.458020000005,1.385988575914357,93.38456316128668
SHORT,20899,20900,59516.27,59397.23746,1.4017022930509155,94.31934263853117
SHORT,20933,20934,59705.26,59788.84736400001,-1.7927277455306623,92.05501817980786
LONG,20982,20984,59125.26,59243.51052,1.3799047225153418,92.97464781142416
SHORT,20989,20990,58652.06,58734.172884,-1.76716913095177,90.74260544141526
SHORT,21052,21053,59391.27,59474.417778,-1.7247447016250705,88.56414771258312
LONG,21166,21167,58862.99,58780.581814,-1.6820988575050997,86.43922811651511
SHORT,21255,21256,60581.82,60460.65636,1.2974528140288752,87.3044847899614
LONG,21321,21322,60699.95,60821.349899999994,1.3086942270014743,88.17665659301306
SHORT,21337,21338,60511.99,60596.706786,-1.675973711863465,86.05979959818454
SHORT,21372,21374,60943.52,61028.840928,-1.635738610962708,83.99376198923092
LONG,21407,21408,60924.0,60838.7064,-1.595293521461425,81.97849965782333
SHORT,21537,21538,58929.5,59012.0013,-1.5581653429962974,80.01044181653792
LONG,21557,21558,59096.01,59013.275586,-1.5196383214214864,78.09075128603375
LONG,21645,21650,58409.62,58327.846532,-1.4831776391756313,76.21711989042795
SHORT,21726,21728,58468.62,58351.68276,1.1440189695553142,76.98005326053114
SHORT,21887,21888,57600.01,57484.809980000005,1.1554705994405265,77.750623593669
LONG,21919,21920,58209.6,58128.10656,-1.4767175939145336,75.88515288178613
SHORT,21998,21999,58315.14,58396.781196,-1.4423491008241625,74.06337801655303
LONG,22083,22084,58275.45,58392.0009,1.1102100364681555,74.80327116293843
SHORT,22138,22139,59246.76,59329.705464000006,-1.4217857749940213,73.00746903212972
SHORT,22206,22214,59161.53,59043.20694,1.0958421101722973,73.73827379714137
SHORT,22256,22262,59176.98,59058.62604,1.1068114896950965,74.47639391785076
LONG,22328,22336,59242.77,59361.25554,1.1164011448286018,75.2204130930901
LONG,22410,22421,59479.46,59396.188756,-1.4286613058770088,73.41564972174764
LONG,22499,22500,59877.0,59996.754,1.100500589329007,74.14907206246791
SHORT,22603,22606,59850.01,59933.80001400001,-1.409351412691397,72.36897528946417
SHORT,22633,22635,59836.0,59919.7704,-1.3755171133268607,70.63161329968999
LONG,22663,22669,59896.76,59812.904536,-1.3415062314010144,68.93694900179052
LONG,22783,22784,58705.5,58623.312300000005,-1.309319472390948,67.28294478439062
SHORT,22804,22806,58630.84,58513.57831999999,1.0099170012137408,67.95644706168241
LONG,22834,22835,58655.43,58573.312398,-1.2906967990425162,66.32596802733148
SHORT,22850,22869,58590.64,58473.45872,0.9955527800902124,66.98989096728504
SHORT,23017,23018,59029.69,59112.33156600001,-1.2732768576152513,65.38166465483336
SHORT,23122,23125,61035.59,60913.51882,0.981378786469038,66.03613511802823
LONG,23152,23161,60880.93,60795.696698,-1.254224314296716,64.45173012814136
LONG,23208,23209,60892.0,60806.751200000006,-1.2241317103237248,62.90533976717693
SHORT,23213,23214,60044.0,59923.912,0.944209149905361,63.53502221824641
LONG,23240,23241,58896.0,58813.545600000005,-1.206720676991101,62.01062643016407
LONG,23257,23258,59120.0,59238.24,0.9295392901881381,62.63011258820139
SHORT,23294,23295,59087.52,59170.242528,-1.1904105499640043,61.12655147529638
SHORT,23322,23327,59127.99,59009.734019999996,0.9175095376442166,61.738428255564116
LONG,23352,23360,59281.57,59400.13314,0.9254590395508894,62.35519515383718
SHORT,23372,23375,59236.56,59319.491184,-1.185185194288993,60.858233983779
SHORT,23429,23430,59347.98,59431.06717200001,-1.1567324533297574,59.397210360530345
LONG,23460,23464,59468.4,59385.14424,-1.1281312163775528,57.972093092350136
LONG,23517,23518,59731.99,59648.365214,-1.101063964103009,56.58116866278537
LONG,23527,23529,59673.15,59792.4963,0.8481517182551284,57.14641453772658
SHORT,23584,23585,61037.43,61122.882402,-1.0861819011185936,55.774500563919354
SHORT,23604,23605,61176.47,61054.117060000004,0.8371752534644024,56.33280331456416
SHORT,23728,23739,60920.0,61005.28800000001,-1.0707175925999928,54.98042170539135
SHORT,23885,23893,60492.83,60371.84434,0.8252561297979102,55.5307757266623
SHORT,23984,23985,60899.99,60985.249986,-1.055473454236712,54.19764839379228
SHORT,24023,24031,61070.0,61155.49800000001,-1.030134703020871,52.89652544880244
LONG,24058,24062,61105.64,61020.092104,-1.0046637078490737,51.62737911370935
LONG,24088,24089,61340.0,61462.68,0.7738944129145058,52.14313663105531
SHORT,24096,24097,61533.04,61409.973920000004,0.7826684808321137,52.66508942873215
SHORT,24188,24189,64043.27,63915.18346,0.7905029923252418,53.19226697391373
SHORT,24247,24256,63906.0,63995.468400000005,-1.0110254183732217,51.915280220670944
SHORT,24305,24311,64283.0,64372.9962,-0.986753731154304,50.66895008841329
LONG,24351,24364,64133.83,64044.042638000006,-0.9623553690291979,49.453249968942025
LONG,24391,24392,64284.84,64194.841223999996,-0.9392655766601188,48.26671814243719
SHORT,24431,24436,64237.99,64327.923186,-0.9174055117333189,47.10797903999168
LONG,24472,24478,63944.0,64071.888,0.706148605809468,47.578587750601194
SHORT,24501,24506,64117.0,64206.76380000001,-0.9043262173757356,46.436368594472455
SHORT,24515,24524,64148.0,64019.704,0.6970098926030468,46.901196644103145
SHORT,24630,24631,63820.0,63909.348000000005,-0.8914510446145084,45.775239616268124
SHORT,24727,24730,64165.06,64254.891084,-0.8700499793864435,44.67631343880034
LONG,24868,24871,63837.0,63747.6282,-0.8485372211431405,43.6043946504632
LONG,24890,24895,63945.0,63855.477000000006,-0.8281782675962052,42.55819440961468
SHORT,24919,24920,63683.0,63555.634,0.6387984980883283,42.98420193565493
LONG,24957,24959,63486.0,63612.972,0.644333187015478,43.41361411299213
SHORT,25091,25092,62943.01,62817.123980000004,0.6516383478359986,43.848184390263164
SHORT,25135,25136,62832.0,62706.336,0.6581612476978294,44.28710471600967
LONG,25153,25154,62996.01,62907.815586000004,-0.8411449798711561,43.22452421255847
LONG,25166,25168,62815.08,62940.71016,0.6479356179462556,43.65633720944193
LONG,25254,25255,61960.99,61874.244614,-0.8291648126188957,42.60889071077582
LONG,25273,25275,61913.0,62036.826,0.638707271754536,43.034553528976474
SHORT,25300,25307,61989.92,61865.94016,0.6459486484699366,43.465329409801534
SHORT,25404,25408,59325.33,59408.385462000006,-0.8261455160921264,42.4218572466604
LONG,25449,25451,59169.34,59287.67868,0.6359036401274448,42.84565160055455
SHORT,25504,25505,59975.99,59856.03802,0.6431132305243095,43.274536573076084
LONG,25548,25549,59198.01,59115.132786,-0.8219132731324348,42.23625061707826
SHORT,25609,25610,59232.54,59114.07492,0.6339661217623573,42.659035485755226
LONG,25631,25634,59042.99,59161.07598,0.639458941931496,43.08519925025794
SHORT,25731,25732,59471.0,59554.2594,-0.8189203821496718,42.05085287185698
SHORT,25830,25832,60605.99,60484.77802,0.6311833016065737,42.47178190910427
LONG,25875,25876,59424.99,59341.795014,-0.8066665537995816,41.45275644575917
SHORT,26055,26056,59465.7,59548.95198,-0.787892541764551,40.45760012176583
SHORT,26087,26088,59309.99,59393.023986,-0.7689776055144181,39.48633451564258
LONG,26123,26124,58409.61,58526.42922,0.5919001543894659,39.880802997453834
LONG,26173,26174,58996.12,59114.11224,0.5978132369318301,40.279212219398396
SHORT,26232,26235,59285.0,59166.43,0.604590975413168,40.68240713371457
SHORT,26281,26296,59200.0,59081.6,0.6106429310770657,41.089638029123066
SHORT,26377,26378,58979.99,59062.561986,-0.7809907500195608,40.103199088957886
LONG,26427,26433,59056.99,58974.310214,-0.7616800602965813,39.14100303321651
LONG,26460,26469,58951.09,59068.992179999994,0.5867236354678977,39.53202165351833
SHORT,26488,26497,58941.29,59023.807806000004,-0.7513851355684461,38.58297640968229
LONG,26639,26640,58132.98,58249.24596,0.5783588163811175,38.968420344014994
SHORT,26651,26652,58001.09,58082.291526,-0.7406727654787224,38.0329054768162
SHORT,26682,26683,57861.0,57942.0054,-0.7228914343978575,37.119849515034254
LONG,26687,26689,58224.01,58340.458020000005,0.5564265442303854,37.49067681168947
SHORT,26706,26707,57917.99,57999.075186,-0.7125852941598069,36.59063813347121
SHORT,26752,26753,58279.55,58162.990900000004,0.5492254783833939,36.956910421187246
LONG,26790,26791,57522.0,57637.044,0.5539840872136077,37.326109956294914
LONG,26801,26802,57372.0,57486.744,0.5595183882448529,37.69899779475829
LONG,26810,26813,57597.0,57516.3642,-0.7160170651158205,36.79448574066868
LONG,26822,26826,57664.0,57583.2704,-0.6988376676725123,35.91167564429282
SHORT,26842,26848,57557.28,57637.860192,-0.6825732189710815,35.04954404710028
SHORT,26874,26875,57530.01,57414.949980000005,0.5260936561469578,35.40038998301173
LONG,26886,26887,58161.09,58277.41218,0.5306518458453632,35.75403987894203
SHORT,26928,26929,58422.01,58503.80081400001,-0.6795770359790954,34.895692643568225
SHORT,26976,26978,58537.99,58619.943186000004,-0.6632624300763377,34.05795175027405
SHORT,26983,26986,58449.99,58333.090019999996,0.5112098557716249,34.3988718472943
LONG,27086,27087,59375.0,59291.875,-0.6533377729956606,33.57353971506217
LONG,27166,27174,59080.01,58997.297986000005,-0.6376622398081586,32.768009776678696
LONG,27198,27199,59180.99,59098.136614,-0.622362809688432,31.98180691810687
SHORT,27237,27238,58628.25,58510.9935,0.48004692184080133,32.30194480535714
LONG,27283,27286,57937.0,57855.8882,-0.6135108376881413,31.52692424364221
LONG,27297,27298,58040.0,57958.744000000006,-0.5987908721594636,30.770498750264537
SHORT,27331,27333,58022.99,58104.222186,-0.584854869746284,30.03179138676693
LONG,27394,27396,56710.01,56630.615986000004,-0.5703938138088521,29.31123861602424
LONG,27448,27449,56580.01,56500.797986000005,-0.5567083550341329,28.607974067909986
SHORT,27473,27478,56744.71,56631.22058,0.4294056907593191,28.894339888329753
LONG,27501,27506,56628.67,56549.389862,-0.5487901974990195,28.201077991389084
LONG,27511,27512,56539.99,56653.06998,0.4227341590909336,28.482806760523072
LONG,27538,27539,57274.12,57388.668240000006,0.42695727334025924,28.767350000060716
SHORT,27672,27673,58021.99,57905.946019999996,0.4317979235009223,29.055311173561336
LONG,27707,27708,57226.94,57146.822284,-0.5518475251194537,28.358187092574077
LONG,27714,27715,57261.45,57181.28397,-0.538607047449261,27.677789109661944
SHORT,27753,27759,57030.49,56916.429019999996,0.4154436145360356,27.954843778649668
SHORT,27829,27830,56299.0,56377.818600000006,-0.5313377157008239,27.283731844055595
SHORT,27879,27880,56397.0,56284.206,0.4095288149792825,27.556841999814598
LONG,27905,27906,56234.0,56155.2724,-0.5233871001024706,26.895670689713054
LONG,27935,27938,56161.11,56273.43222,0.40316610363880745,27.164358439903296
SHORT,27983,27984,56572.0,56651.200800000006,-0.5163129608672707,26.51222368683651
LONG,28046,28050,55748.98,55860.477960000004,0.3974182330656821,26.77708080146801
SHORT,28077,28078,55938.01,56016.323214000004,-0.5089519747935101,26.134243422667158
LONG,28145,28146,54400.98,54324.81862800001,-0.4963676853266934,25.50720452022713
LONG,28180,28181,53588.37,53513.346282000006,-0.4844583354526584,24.89521016217334
SHORT,28241,28243,53917.0,53809.166,0.37367710453423364,25.144411215896707
LONG,28276,28280,53850.0,53957.7,0.3769147241262781,25.3956038839435
SHORT,28339,28342,54200.0,54275.880000000005,-0.4826942430221359,24.78593162150165
SHORT,28403,28405,54646.0,54722.504400000005,-0.4711062023299057,24.190895761064237
SHORT,28426,28430,54505.55,54396.5389,0.3631053453735891,24.433046627632507
LONG,28457,28462,54324.02,54432.66804,0.3662513689482115,24.677132763442557
LONG,28511,28513,54180.64,54104.787104,-0.4686927825760494,24.085054317049295
SHORT,28555,28556,54266.97,54342.943758,-0.4577846274041564,23.50684441805989
LONG,28601,28610,54434.48,54358.27172800001,-0.4464654960321952,22.942844699937396
LONG,28720,28724,54238.99,54347.46798,0.3439132420520755,23.172043718489785
SHORT,28754,28760,54322.0,54213.356,0.34781237621453265,23.40399587611187
SHORT,28855,28858,54977.11,54867.15578,0.3512939781004376,23.63826987483175
LONG,28881,28885,54880.87,54804.036782,-0.44896165973267843,23.071116865724914
SHORT,28920,28921,55152.0,55229.2128,-0.4385127182668383,22.51724856312945
SHORT,28976,28977,54910.8,54987.67512000001,-0.42798534343941885,21.97667697687438
LONG,29151,29152,56710.45,56823.870899999994,0.32943038788333673,22.196223979873345
SHORT,29173,29175,56810.01,56889.54401400001,-0.4218836291854698,21.663359230788508
SHORT,29198,29200,56962.01,57041.75681400001,-0.4117554688996182,21.143286965734948
LONG,29215,29217,57166.0,57085.9676,-0.4015744493401906,20.63599608156608
LONG,29273,29274,57009.99,57124.009979999995,0.30933358126266575,20.842149682420917
SHORT,29281,29282,56657.89,56737.211046000004,-0.3961467390137912,20.341792194995023
LONG,29296,29297,57240.79,57160.652894000006,-0.3863516591595215,19.853731574860525
LONG,29366,29368,57616.0,57731.232,0.2976074363071717,20.052070353293395
LONG,29456,29459,56513.38,56434.261268,-0.38084897222008507,19.570961029306844
SHORT,29482,29484,56400.0,56478.96000000001,-0.37198525628405743,19.101120967876255
SHORT,29541,29542,56413.63,56300.80274,0.28670782572781656,19.29232318876469
LONG,29561,29562,56244.12,56356.60824,0.2891919245995785,19.485053497420445
SHORT,29728,29734,58094.01,57977.82198,0.29247065299628555,19.680098882929627
SHORT,29781,29792,58095.99,57979.798019999995,0.2953982842327847,19.877096672747765
LONG,29803,29814,58090.19,58008.863734000006,-0.377525697105486,19.40018549227854
LONG,29861,29864,57826.0,57745.043600000005,-0.3684677230548311,18.934716841762313
SHORT,29959,29961,58113.99,58195.349586000004,-0.35989216301139565,18.480151094542105
SHORT,29966,29968,57897.96,57979.017144000005,-0.35125223185398025,18.036498107215415
SHORT,29994,29995,58018.0,57901.964,0.27072783658930355,18.217043453268644
LONG,30030,30031,57854.8,57773.80328000001,-0.34599630630791733,17.779961929694384
SHORT,30062,30063,57992.76,58073.94986400001,-0.3379437363977233,17.35311838364819
LONG,30118,30120,58058.0,57976.7188,-0.32958777746062307,16.936765014269326
SHORT,30253,30263,60534.0,60412.932,0.2542208428641806,17.10630203206216
LONG,30268,30273,60439.06,60354.445316,-0.324899994494957,16.695870527406893
LONG,30332,30336,60150.73,60066.51897800001,-0.31710466892702766,16.29528650584283
LONG,30392,30400,59760.01,59676.34598600001,-0.30949637660545787,15.90431369670816
LONG,30475,30485,59816.01,59935.64202,0.23840566231364807,16.06319779053827
SHORT,30509,30511,59969.99,60053.947986,-0.30531320040476423,15.677568601180813
SHORT,30522,30533,59966.01,60049.96241400001,-0.29798354640266117,15.301197211772248
LONG,30680,30683,59994.01,60113.99802,0.22936494620445844,15.454056171917847
LONG,31032,31033,58176.0,58094.5536,-0.29351888887323757,15.083267002185021
LONG,31081,31082,57940.12,57859.003832,-0.2864764901725013,14.721374177001595
SHORT,31114,31115,57944.0,57828.112,0.22096782639679144,14.868735132513377
LONG,31138,31139,58196.0,58114.5256,-0.2824018863718244,14.511989570478987
SHORT,31218,31219,58740.01,58822.246014000004,-0.2758293857660988,14.163600236860493
SHORT,31270,31272,58955.0,59037.537000000004,-0.26920754970201677,13.823574685974174
SHORT,31309,31310,60767.24,60852.314136,-0.26274468405631773,13.491712128487986
LONG,31359,31363,60271.88,60392.42376,0.20224076480603598,13.626494332651582
SHORT,31382,31384,60078.01,60162.119214000006,-0.25899877778071706,13.299363083207608
LONG,31393,31394,60312.01,60227.573186,-0.2525948030393634,12.980271464752207
SHORT,31450,31459,60399.49,60278.69102,0.19483387468592975,13.110203982114376
SHORT,31492,31497,60240.11,60119.62978,0.19678416177153168,13.241437123975336
LONG,31531,31534,59953.07,59869.135702,-0.25149461529566386,12.923735323059795
SHORT,31558,31559,59558.11,59438.99378,0.19398526719913514,13.053101913643632
LONG,31593,31595,59811.1,59930.7222,0.19566599768551368,13.183502401760926
SHORT,31632,31633,60057.99,59937.874019999996,0.1978843710504366,13.315469260802558
SHORT,31700,31702,61865.99,61952.602386,-0.25308712424007573,12.99580479025847
SHORT,31746,31753,61985.99,61862.018019999996,0.19506702990178398,13.125892796208962
SHORT,31786,31789,61942.0,62028.7188,-0.24948384437754878,12.810779487850368
SHORT,31912,31914,63422.26,63295.41548,0.19228980011263147,12.939015390523748
LONG,31962,31967,63006.0,62917.791600000004,-0.2457507193122091,12.62856959425892
SHORT,32110,32113,63428.8,63517.600320000005,-0.24003122227808346,12.325395524009542
LONG,32144,32145,63423.97,63335.176442,-0.23409623718750852,12.029672309201986
SHORT,32162,32163,63242.0,63115.516,0.18056538136111558,12.15008932901709
LONG,32197,32206,62910.0,62821.926,-0.23076664662602264,11.858572235745982
SHORT,32255,32256,63110.0,63198.35400000001,-0.22539588248483636,11.573883492082416
SHORT,32273,32275,63100.0,62973.8,0.17372399121615173,11.689738065838156
LONG,32296,32298,62967.99,62879.834814,-0.22202319508445728,11.409266180424508
SHORT,32383,32410,63017.71,63105.934794,-0.2168559222913315,11.135363927231053
LONG,32462,32463,63229.16,63355.61832,0.16691910526918982,11.246606212864087
SHORT,32481,32485,63236.45,63324.98103,-0.2137642442879176,10.97660893751185
LONG,32532,32540,63230.32,63356.78064,0.1645393679732983,11.086265260797589
SHORT,32607,32623,62978.21,62852.25358,0.16640484156457577,11.197238776058176
LONG,32684,32700,62836.45,62748.47897,-0.21266915607367406,10.928583426104211
LONG,32725,32726,62687.11,62599.34804600001,-0.20756658501198708,10.666373923961704
LONG,32730,32735,62756.0,62668.1416,-0.20258643993780012,10.410455614404095
SHORT,32740,32741,62557.2,62644.780080000004,-0.19787152986299028,10.160531806469084
LONG,32783,32784,63082.11,63208.27422,0.15230637177896955,10.262035519215708
SHORT,32804,32806,63047.92,63136.187088000006,-0.19505050911374563,10.015674832505884
LONG,32819,32821,63849.9,63760.510140000006,-0.19022771209377745,9.775368746249576
SHORT,32836,32837,62842.02,62929.998828,-0.185800433759976,9.540691468758352
SHORT,32888,32889,63934.22,63806.35156,0.14320577894606043,9.63619379036062
LONG,32947,32954,63641.77,63552.671522,-0.1830202286603191,9.404992592748497
LONG,33005,33006,63715.98,63626.777628,-0.17862902431407185,9.179338605470683
LONG,33088,33089,63123.81,63250.05762,0.13759828569600832,9.271040198139337
LONG,33118,33121,63332.16,63243.49497600001,-0.1760848664832523,9.048600130665388
LONG,33156,33163,63124.0,63035.6264,-0.17186006228172626,8.831497067730334
SHORT,33178,33179,62935.85,63023.960190000005,-0.16786026476635985,8.619479317625323
SHORT,33234,33243,63599.49,63688.529286000005,-0.16383044339011338,8.412551477647083
SHORT,33276,33278,63446.01,63534.834414000004,-0.15989736593564136,8.210591354323206
LONG,33287,33288,63737.62,63648.387332000006,-0.1559437615926567,8.013594635958935
LONG,33312,33321,63159.99,63286.30998,0.12012378359302472,8.093650446372164
SHORT,33349,33350,63763.99,63853.259586,-0.1538360140341985,7.899346180106105
SHORT,33378,33380,64104.01,63975.801980000004,0.1185691861633904,7.978418635368964
LONG,33429,33430,64613.99,64523.530414,-0.15153410514155932,7.78699243705056
SHORT,33445,33449,64359.91,64231.190180000005,0.116882756480127,7.864940231345434
LONG,33519,33520,63870.85,63781.43081,-0.14937880981394447,7.676236720374763
LONG,33550,33561,63756.28,63667.021208,-0.14579476403007854,7.492060772742811
SHORT,33600,33601,63495.66,63584.55392400001,-0.14240159910752687,7.31219886977157
LONG,33637,33639,63408.01,63319.238786,-0.1388805931335718,7.13675728228914
LONG,33868,33869,64956.0,64865.0616,-0.13554843106251663,6.965525064815178
LONG,33953,33954,64944.0,64853.078400000006,-0.13229621755602847,6.798401221935073
SHORT,33977,33981,64996.0,65086.9944,-0.12921721202532332,6.635192003800075
LONG,34030,34032,65304.0,65434.608,0.0994615281369633,6.701477571918038
SHORT,34050,34053,65198.0,65289.277200000004,-0.12737498420945037,6.5405951998489975
SHORT,34108,34121,65527.84,65396.78432,0.0981743339497311,6.606066557799484
LONG,34138,34139,65800.0,65707.88,-0.12546902213228092,6.447567202878206
SHORT,34175,34178,66072.01,66164.510814,-0.12254890982510516,6.29278045703871
SHORT,34182,34183,66082.0,66174.5148,-0.11960687814693902,6.141709676606577
SHORT,34194,34195,65804.01,65896.135614,-0.11673547582326507,5.994265652400278
LONG,34213,34214,65929.99,65837.68801400001,-0.11384908753603058,5.850445236602246
LONG,34234,34263,65852.54,65760.346444,-0.11111750637878501,5.710075504040449
SHORT,34324,34344,66043.99,65911.90202000001,0.0857082333156442,5.767233359835892
SHORT,34420,34424,65657.99,65526.674020000006,0.08656617273113619,5.824963365767848
LONG,34443,34444,65640.99,65772.27198,0.08731620085285982,5.883154749791869
SHORT,34508,34526,65700.38,65568.97924,0.0883061527943796,5.9420451288372895
LONG,34543,34549,65755.73,65663.671978,-0.11285726313200434,5.799477640061099
SHORT,34553,34556,65617.42,65709.284388,-0.11023067150464289,5.660249580356151
SHORT,34686,34692,65482.6,65574.27564,-0.10758436377383679,5.524363968680533
LONG,34696,34718,65630.0,65761.26,0.08281021589051678,5.579552364727647
LONG,34750,34759,65761.74,65669.67356400001,-0.10597243806326684,5.445682164840742
SHORT,34812,34815,65812.01,65904.14681399999,-0.10350608090712606,5.314947673109412
LONG,34827,34828,65726.01,65633.993586,-0.10094680115536536,5.187426133588499
LONG,34994,35001,63843.32,63971.00664,0.07775951774249151,5.239248520663049
SHORT,35019,35020,63759.99,63632.47002,0.07864112029515014,5.291693398354884
LONG,35034,35035,63850.0,63760.61,-0.10050513271495383,5.164729798648156
LONG,35148,35150,63532.0,63443.0552,-0.09809371306572238,5.040812436589193
SHORT,35164,35165,63268.65,63357.22611,-0.09581072198225223,4.919797652423995
LONG,35176,35177,63598.0,63508.9628,-0.09344171681248804,4.801756947349387
LONG,35354,35355,62350.0,62262.71,-0.09119976970100757,4.686548392911632
LONG,35399,35400,61172.41,61086.768626000005,-0.08901161362656979,4.574104037320504
LONG,35504,35510,61695.98,61609.605628000005,-0.08687595798082715,4.464357559153075
SHORT,35536,35537,61636.0,61512.728,0.06701000696288562,4.5090457783201945
LONG,35593,35594,61449.5,61363.470700000005,-0.08564030646763157,4.400860242960962
LONG,35673,35674,60790.01,60911.59002,0.06596889504198572,4.444824836788143
SHORT,35692,35693,60579.99,60458.83002,0.06671682080018762,4.48931753340439
SHORT,35705,35712,60732.02,60610.55596,0.0673846561763991,4.534255601913767
SHORT,35776,35788,61202.17,61287.853038,-0.08618259622557708,4.42540172767862
LONG,35828,35838,60684.5,60805.869,0.06633677189790162,4.469611490938129
SHORT,35972,35976,60750.74,60835.791036,-0.08495390560826424,4.362309527875174
LONG,36019,36020,61044.59,60959.127574,-0.08285334486293192,4.257644635372865
SHORT,36039,36049,60935.99,61021.300386,-0.0809250515845353,4.155431360611465
LONG,36136,36137,61434.01,61348.00238600001,-0.07892410783208995,4.055730095976318
LONG,36143,36149,61456.0,61578.912,0.06079539413868279,4.0962468396351195
SHORT,36171,36172,61300.0,61385.82000000001,-0.07785736368094939,3.9979082417559946
SHORT,36217,36219,61934.69,62021.398566,-0.07598824195105693,3.9019304585961576
SHORT,36245,36248,62266.0,62353.1724,-0.07416399222653912,3.8082568140766377
LONG,36343,36350,61962.26,62086.18452,0.057085769643009085,3.8463012996492636
LONG,36398,36405,62195.07,62319.46014,0.05765605648174442,3.8847258496327615
SHORT,36421,36443,62205.99,62293.078386,-0.07383698422397182,3.791465236160626
LONG,36480,36483,62167.65,62080.61529,-0.0720112992303987,3.700496610749424
LONG,36546,36555,61885.39,62009.16078,0.05547044419513322,3.7374645718908104
SHORT,36580,36591,61940.0,62026.71600000001,-0.07103798911793324,3.647739259913423
SHORT,36674,36676,61927.03,62013.727842,-0.06933258011317525,3.5601679835006803
SHORT,36706,36715,62018.0,62104.82520000001,-0.06766811286240122,3.474699030720776
SHORT,36817,36831,62685.05,62559.6799,0.052155232451118895,3.5094807680182907
SHORT,36897,36898,63629.99,63719.071986,-0.06670470095772624,3.425228663220473
SHORT,36906,36907,63666.67,63539.33666,0.051412682234937904,3.4595152021393085
LONG,36941,36947,63566.66,63693.793320000004,0.051858132880068686,3.4940757590086804
SHORT,37055,37058,63710.0,63582.58,0.05244607714271933,3.5290514573563567
LONG,37067,37070,63840.0,63750.624,-0.06702727432956739,3.4443789257400077
SHORT,37084,37085,63409.99,63498.763986000005,-0.06546731024154437,3.361689720869763
LONG,37125,37129,63309.85,63221.21621,-0.06384857286847934,3.2810326993969348
